ID	CANONICAL_SMILES	Ki_nM
576	CCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCC(CCN)CC3	1900
950	COc1cccc(c1)[C@H](C)NC(=O)CNC(=O)Nc2ccc(cc2)C(=N)N	18200
4539	COCCOCc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl	5000
3419	CC(C)c1nccn1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2	900
595	NC(=N)c1ccc(cc1)C2=NOC(CC(=O)Nc3cccc(c3)C(=N)N)C2	2200
4282	CCCS(=O)(=O)NCC1(CC(=NO1)c2ccc(Cl)c(N)c2)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N	18000
425	NC(=N)NOCCCOc1cc(Cl)cc(c1)C(=O)N2CCN(CC2)c3ccccn3	640
4547	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)C4=NCCO4)c3Cl	90
582	Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCN=C(N)N)c1	2000
3407	NC(=N)NS(=O)(=O)C(F)(F)F	890
4000	CN(C)C(=O)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3O)c(F)c(C)c2F)c1	5000
3160	CCNC1=NC(=C2N([C@@H](CC2(C)C)C(=O)NCc3ccc(cc3)C(=N)N)C1=O)Cl	260
115	CCCN(CC1CCCC1)C(=O)c2cc(Cl)cc(OCCCON=C(N)N)c2	38
2147	NCc1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCCCC4)cc1	3.1
1800	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)CCCC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)C)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O	0.56
956	NC(=N)c1cc2[nH]c(nc2cc1F)c3cccc(OCC4CCCO4)c3O	20000
990	Fc1cc(ccc1NC(=O)[C@H]2CN(CC3CC3)C[C@@H]2C(=O)Nc4ccc(Cl)cc4)N5C=CC=CC5=O	25000
1512	CN1CCCCCOc2ccc(Cl)cc2CNC(=O)CN3C(=CN=C(N[C@@H](Cc4ccccc4)C1)C3=O)Cl	0.02
418	CCS(=O)(=O)c1occ(c1)c2cc(cc3ccc(cc23)C(=N)N)C(=O)Nc4cccc(OC5CCCC5)c4	610
991	Fc1cc(ccc1NC(=O)[C@H]2CNC[C@@H]2C(=O)Nc3ccc(Cl)cc3)N4C=CC=CC4=O	25000
1971	[O-][n+]1c(CC(=O)NCc2cc(Cl)ccc2n3cncn3)cccc1NCC(F)(F)c4ccccn4	1.5
806	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N2CCN(Cc3ccccc3)CC2)c4ccccc4	7940
967	NCCCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCC(CCN)CC3	21000
1387	CN(Cc1ccc(CN)cc1)C(=O)CCC(=O)NCc2ccc(CNC(=O)CCC(=O)N(C)Cc3ccc(CN)cc3)cc2	1000000
4025	CN([C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC\N=C(\N)/NS(=O)(=O)c3ccc(C)cc3)C(O)c4nc5ccccc5s4)C(=O)OCc6ccccc6	5300
2695	COc1ccc(Cl)cc1CCOc2cc(C)cc(c2)C(=O)N(CC(C)C)CC(C)C	34
4440	Clc1ccc(NC(=O)c2ccccc2NC(=O)c3sc4ccccc4c3Cl)cc1	5000
3376	NC(=N)c1ccc(\C=C/2\CCCCCCC\C(=C\c3ccc(cc3)C(=N)N)\C2=O)cc1	740
4418	CCNC(=O)N(C)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc3ccc(Cl)cn3)c1Cl	450
2821	CC(C)(C)[C@@H](O)C(=O)N1CCNC[C@H]1C(=O)NCc2cc(Cl)ccc2CN.OC(=O)C(F)(F)F	63
2303	CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(CN)s4	5.8
3847	NC(=N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1	4000
786	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCC3CCc4nc(N)ncc4C3	6900
4291	NCc1ccc(Cl)cc1CNC(=O)[C@H](CCC(=O)O)NC(=O)C(CCc2cccc[n+]2[O-])NS(=O)(=O)Cc3ccccc3	20000
566	CN1C(=O)C(OCc2ccc(cc2)C(=N)N)Oc3cc(ccc13)C(=O)N(CC(=O)O)c4ccccc4	1760
3153	Cc1nn(c2ccc3onc(N)c3c2)c4C(=O)N(CCc14)c5ccc(cc5F)c6ccccc6CN7CC[C@@H](O)C7	250
6	Cl.N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	1.1
3334	CNC(=O)C(=O)[C@H](CCCCN)NC(=O)CN(C)C(=O)c1ccccc1Sc2ccccc2C#N	570
2096	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCN2C(=O)C3NCc4ccccc34	2.5
4355	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4cccc(c4)C#N	21000
3267	CCCNS(=O)(=O)c1ccccc1c2ccc(NC(=O)Cc3c[nH]c4ccc(cc34)C(=N)N)cc2	400
4488	Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(c1)C(=O)Nc4ccccn4	5000
3348	Nc1noc2ccc(cc12)n3nc(cc3C(=O)Nc4ccc(cc4F)n5ccnc5CN6CCCC6)C(F)(F)F	600
4280	C[C@H]1COC(=O)Nc2ccc(C3CC3)c(CN(C)C(=O)[C@H](Nc4ccc5c(N)ncc(F)c5c4)c6ccc1c(C)c6)c2	18000
3494	CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4ccccc4	1200
201	Cl.CCOC(=O)CN(C1CCCCC1)C(=O)[C@H](CC(=O)NC[C@@H]2CCCN(C2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3	110
31	Cc1cc(OCC2(CONC(=N)N)CC2)cc(OS(=O)(=O)c3ccccc3S(=O)(=O)C)c1	7.7
3651	COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C(C)(C)CO	2578
1393	CNCc1ccc(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCc5ccc(CNC)cc5)cc1	1000000
1268	COc1c(O)c(cc2cc3ccccc3cc12)C(=O)Nc4ccc(N=C(N)N)nc4	195000
3506	NC(=N)c1ccc(O)c(Oc2cc(cc(Oc3cccc(c3)n4ccnc4)n2)C(=O)O)c1	1400
1242	CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@H](Cc3ccncc3)C(=O)N4CCC(CCO)CC4	132700
3945	Cc1c(F)c(Oc2cccc(CN)c2)nc(Oc3cccc(c3)C(=N)N)c1F	5000
4609	NC(=N)c1ccc2oc(cc2c1)C(=O)N3CCN(CC3)C(=O)COc4ccc(OCC(=O)NCc5ccccc5)cc4	28000
1640	CCCc1ccc(cc1)S(=O)(=O)N[C@@H](Cc2ccc(cc2)C(=N)NN)C(=O)N(C)C3CCCC3	0.2
964	CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC#Cc3ccc(N)nc3	20000
4455	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)C4=NCCS4)c3Cl	100
532	Cl.Cl.C[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N	1420
2003	C(CC1CCCCN1)Nc2nccc3oc(Cc4ccccc4n5cnnn5)nc23	1.7
1941	CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)CC3CCCC3	1.2
2970	CN(C)Cc1ccccc1c2ccc(cc2)N3C(=Nc4c(C3=O)n(nc4C(F)(F)F)c5ccc6onc(N)c6c5)C	130
4452	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c3sc4ccccc4c3Cl	5000
302	NC(=N)c1ccc2[nH]c(cc2c1)c3cc(Cl)cc(c3O)c4ccccc4	290
217	CC1(C)CNc2c(C1)cccc2S(=O)(=O)N[C@@H](CSCCCN)C(=O)N3CCC(CCF)CC3	126
690	CCOc1ccc2cc(ccc2n1)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	4000
3359	CCOc1cc(OC(C)C)c(F)c(c1)C(Nc2ccc(cc2)C(=N)N)c3nc(c[nH]3)c4ccc(OC)cc4	640
3074	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3cnc(N)nc3C	196.8
117	CS(=O)(=O)c1ccccc1S(=O)(=O)Oc2cc(Cl)cc(OCCCON=C(N)N)c2	39.4
3290	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3cccc(CN)c3	490
1955	Cc1cc(OCCCCN=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1	1.3
477	COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc3cccs3)[C@H]4CCN(Cc5cccc(c5)C(=N)N)C4=O	970
3356	CCOC(=O)CN(C)c1c(F)c(Oc2cccc(c2)C3=NCCN3C)nc(Oc4cc(ccc4O)C(=N)N)c1F	630
655	N[C@@H]1CC[C@H](CC1)NC(=O)c2ccc(Oc3ccc(cc3)C(=N)N)nc2Oc4ccc(cc4)C(=N)N	3400
3146	NC(=N)NS(=O)(=O)c1ccccc1C(=O)O	240
627	Cc1cc(Br)c(O)c(c1)c2nc3cc(ccc3[nH]2)C(=N)N	2700
1607	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3cc(Cl)ccc3CN	0.13
4061	NC(=N)c1cccc(c1)c2[nH]c(O)nc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N.OC(=O)C(F)(F)F	6000
1347	NCCCCCNC(=O)N1CCN(CC1)C(=O)O[C@@H]2CCC[C@@H](CCC2)OC(=O)N3CCN(CC3)C(=O)NCCCCCN	1000000
200	CCOC(=O)C(=O)N(Cc1ccccc1)c2ccc3N(C)CC(C)(COc4ccc(cc4)C(=N)N)Oc3c2	110
758	NC(=N)c1ccc2cc(ccc2c1)C(=O)Nc3ccccc3	5600
2430	NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c3ccccc3)c4cccnc4)CC1.OC(=O)C(F)(F)F	10
1689	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1Cc3c(C)ncn3CC(=O)NC(C)(C)CN	0.3
2826	C[C@@H]1N(CC(=O)N[C@@H](C[C@@H]2CCCN(C2)C(=N)N)C(=O)c3nccs3)C(=O)CN(CCCc4ccccc4)C1=O	65
4049	CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(CN)c4)C(F)(F)F)c(F)c2	6000
3130	NC(=N)NS(=O)(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O	225
2292	CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)CCCc1ccccc1	5.4
4095	Cc1oc2ccc(cc2c1)\N=C(\NC#N)/N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O	6600
4587	CC[C@@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CN[C@@H]3CCCN3CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](N)CC5CCCCC5)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC7CCCCC7)C(=O)N[C@H](CCC(=O)O)C(=O)O	0.00057
4132	C[C@H]1CN2CC(=O)Nc3ccc(C[C@@H](NS(=O)(=O)Cc4ccccc4)C(=O)N[C@@H](Cc5ccc(NC(=O)CN1C[C@@H]2C)cc5)C(=O)NCc6ccc(cc6)C(=N)N)cc3.OC(=O)C(F)(F)F	8510
2278	COc1cc(Cc2c(sc3cc(O)ccc23)c4ccc(CCN)cc4)ccc1CN5CCCC5	5.1
2837	CCCc1nc2ccc(OC3CCN(CC3)C(=N)C)cc2n1Cc4ccc5ccc(cc5c4)C(=N)N	70
2843	Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CCC(O)CC7)C(F)(F)F	71
653	CC(C)(C)OC(=O)N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N2CCC[C@H]2C(=O)NCC3CCc4n[nH]cc4C3	3330
2072	Cc1cc2oc(Cc3cccc(Cl)c3)nc2c(NCC(F)(F)c4cccc[n+]4[O-])n1	2.3
4242	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(NC(=O)CN4CCN(CC4)CC(=O)Nc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1.OC(=O)C(F)(F)F	13870
268	NC(=N)NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc(Oc4ccccc4)cc3	210
2445	COc1ccccc1S(=O)(=O)Oc2cc(C)cc(OCC\C=N\N=C(N)N)c2	11
4611	NC(=N)c1ccc2oc(cc2c1)C(=O)N3CCN(CC3)C(=O)COc4ccc(OCC(=O)N5CCN(CC5)C(=O)c6oc7ccc(cc7c6)C(=N)N)cc4	32000
3201	NC(=N)c1ccc(\C=C/2\CCCCC\C(=C\c3ccc(cc3)C(=N)N)\C2=O)cc1	300
48	CN(CCOc1cc(C)cc(OS(=O)(=O)c2ccccc2Cl)c1)c3ccncc3	11
2718	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)c3nc4ccccc4s3	38
4425	Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(c1)C(=O)Nc4ccccc4	5000
4566	Cc1ccc(NC(=O)c2sc(C)nc2C)c(c1)C(=O)Nc3ccc(Cl)cc3	5000
3221	NC(=N)NS(=O)(=O)Cc1ccccc1	330
1059	CC1CN(C2CCN(Cc3ccccc3)CC2)C(=O)N(C1)c4cccc(c4)C(=N)N	35900
3663	NC(=N)c1ccc(Oc2ccc(Oc3ccc(cc3)C(=N)N)cc2)cc1	2670
3464	CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(ccc3O)C(=N)N)c(F)c(C)c2F)c1	1100
3319	NC(=N)c1ccc(\C=C\2/CCCC\C(=C/c3ccc(cc3)C(=N)N)\C2=O)cc1	530
3281	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3cnc(N)nc3	461.9
1777	NCCCC[C@H](NC(=O)[C@@H]1CCN1C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C(=O)C(=O)O	0.5
920	CC(C)c1cc(cc(C(C)C)c1C(C)C)S(=O)(=O)N[C@H](CO)C(=O)NCC(=O)NCc2ccc(cc2)C(=N)N	15000
1282	NC(=N)c1ccccc1	258000
246	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCC3CCc4n[nH]cc4C3	170
4396	C[C@@H](O)[C@H](NS(=O)(=O)Cc1cccc(c1)C(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)NCc2ccc(cc2)C(=N)N	45500
1440	Cl.NCCCC[C@H](NC(=O)c1ccc(F)c(F)c1)C(=O)c2noc(Cc3ccc(OCCc4ccc(Cl)c(Cl)c4)cc3)n2	150000
1187	CCOC(=O)C(Oc1ccc2CCN(Cc2c1)C(=N)N)c3ccc(O[C@H]4CCN(C4)C(=N)C)cc3	100000
3073	N[C@@H]1CC[C@@H](CC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)CC1	195.2
3589	Cl.Cl.NC(=N)c1cccc(c1)N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O	2000
3631	Cc1cccc2c1cc(C(=O)NCc3cccc(c3)C(=N)N)n2Cc4cccc(c4)C(=N)N	2390
1011	CS(=O)(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4	25000
4218	CCOc1cc(ccc1OC(C)C)C(Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c4cccc(c4)S(=O)(=O)C	13000
2717	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)c3nc4ccccc4s3	38
4407	NC(=N)c1cccc(Oc2ccc(C(=O)O)c(Oc3cccc(c3)C(=N)N)n2)c1	100000
2851	NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)C3COc4ccccc4O3)CC1	75
1290	CCCC(=O)N1CCC[C@H]1C(=O)NCc2cccc(Cl)c2	322000
2158	NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5ccncc35	3.2
2124	NC(C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4cc(Cl)ccc4Cl	3
4027	CC(=O)N1C[C@H](NC(=O)c2ccc(cc2)N3C=CC=CC3=O)[C@@H](C1)NC(=O)c4ccc(Cl)s4	5440
2517	Cl.C[C@]12CC[C@@H](Cc3ccccc3)C(=O)N1[C@@H](CS2)C(=O)NC(CCCN=C(N)N)C(=O)c4nccs4	16
2978	NC(=N)c1ccc(\C=C/2\CCCC\C(=C/c3ccc(cc3)C(=N)N)\C2=O)cc1	130
419	CN1CC(C)(COc2ccc(cc2)C(=N)N)Oc3ccc(cc13)N(Cc4ccccc4)C(=O)C(=O)O	620
1904	Br.CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)C(CCC\C(=N\N)\S)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccccc5)NC(=O)OCc6ccccc6	1
1470	FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2cc(Cl)ccc2n3cnnn3)C1=O)c4ccccn4	0.0015
3652	COC(=O)n1nnnc1C(=O)[C@@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5	2600
1780	Cl.CSc1ccccc1Cc2cccc(c2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)B4O[C@@H]5C[C@@H]6C[C@@H](C6(C)C)[C@]5(C)O4	0.5
1790	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCCCNCc4ccccc4CNC(=O)CN1C2=O	0.51
2054	FC(F)(CNc1cccc2oc(Cc3ccccc3n4cnnn4)nc12)c5ccccn5	2.1
4607	NC(=N)c1ccc2oc(cc2c1)C(=O)N3CCN(CC3)C(=O)CCCCC(=O)N4CCN(CC4)C(=O)c5oc6ccc(cc6c5)C(=N)N	23000
3969	Cc1c(F)c(Oc2cccc(CC(=O)N)c2)nc(Oc3cccc(c3)C(=N)N)c1F	5000
1887	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCc3ccccc3F)C(=O)c4nccs4	0.92
2828	Cc1[nH]cnc1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(c3ccccc3)c4ccccc4	65
2662	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)C(CCCl)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccccc5)NC(=O)OCc6ccccc6	29
800	NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(OC4CCCC4)c3O	7500
3890	CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(ccc3O)C(=N)N)c(F)c(N(C)CC(=O)O)c2F)c1	4500
972	NC(=N)c1ccc(NC(=O)c2ccccc2O)cc1	22000
3714	COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O	3100
2069	C[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3CN	2.2
1409	CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CCN(CC2)C(=N)N)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](Cc5ccccc5)NC1=O)C(=O)O	1000000
2317	Cl.C[C@]12CC[C@@H](CCCc3ccccc3)C(=O)N1[C@@H](CS2)C(=O)NC(CCCN=C(N)N)C(=O)c4nccs4	6
3514	NC(=N)c1ccc(O)c(Oc2cc(cc(Oc3cccc(c3)n4ccnc4)n2)C(=O)O)c1	1400
1616	Clc1ccc(c(Cc2oc3ccnc(NCCC4CCCCN4Cc5ccccc5)c3n2)c1)n6cncn6	0.14
4326	CN(C)Cc1ccccc1n2nc(cc2C(=O)Nc3ccc(cc3F)c4ccccc4S(=O)(=O)C)C(F)(F)F	21000
2793	NC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc3ccccc3)cc1	54
594	CN(C1CCCC1)C(=O)[C@H](CC#Cc2cccc(N)c2)NS(=O)(=O)c3ccc4ccccc4c3	2200
3955	CN(C)C(=O)c1ccc(Oc2cccc(c2)C(=N)N)nc1Oc3cccc(c3)C(=N)N	5000
3009	CCCNC1=CN=C2CC[C@H](N2C1=O)C(=O)NCc3ccc(cc3)C(=N)N	150
4618	NC(=N)c1cccc(OCc2cc(COc3cccc(c3)C(=N)N)cc(COc4cccc(c4)C(=N)N)c2)c1	651
3729	CCOC(=O)N1C\C(=C/c2ccc(cc2)C(=N)N)\C(=O)\C(=C\c3ccc(cc3)C(=N)N)\C1	3300
1414	NCCc1ccc(CCNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)NCCc5ccc(CCN)cc5)cc1	1000000
4458	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)C4=NCC(C)O4)c3Cl	410
4408	NCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1	100000
2790	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3[nH]cnc3C	53
3925	NC(=N)c1ccc(O)c(\C=C\CN(C(=O)CCC(=O)O)c2ccc(OC3CCN(CC(=O)O)CC3)c(c2)C(F)(F)F)c1	5000
619	CN(C1CCCC1)C(=O)[C@H](CC#Cc2cccnc2)NS(=O)(=O)c3ccc4ccccc4c3	2500
1705	N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2CC(=O)NCc3cc(Cl)ccc3n4cnnn4	0.33
4518	Cc1ccc(C(=O)Nc2ccc(Cl)cc2)c(NC(=O)c3sc4ccccc4c3Cl)c1	5000
2412	CCCc1ccc(cc1)S(=O)(=O)N[C@@H](Cc2ccc(CN)cc2)C(=O)N(C)C3CCCC3	9.6
1394	CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC1=O)C(=O)O	1000000
3973	CCc1nc2c(NC(=O)C)c(OC3CCN(CC3)C(=N)C)ccc2n1Cc4ccc5ccc(cc5c4)C(=N)N	5000
3131	COc1ccc(cc1)S(=O)(=O)NN=C(N)N	227
3197	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)N)n(n1)c4cccc(c4)C(=N)N.OC(=O)C(F)(F)F	300
4123	CNC(=O)CC(CCc1ccc(cc1)C(=N)N)c2cccc(c2)C(=N)N	8000
4259	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)C(CCCBr)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccccc5)NC(=O)OCc6ccccc6	15000
2300	CC(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc2cc(Cl)ccc2CN	5.6
1043	FC(F)CN1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4	33000
3327	Cl.C[C@]12CC[C@H](CCc3ccccc3)C(=O)N1[C@@H](CS2)C(=O)NC(CCCN=C(N)N)C(=O)c4nc5ccccc5s4	550
945	O=C(Nc1ccc2cc(ccc2c1)C#N)c3ccccc3	17600
4563	Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(c1)C(=O)Nc4ccc(cc4)C(F)(F)F	5000
1327	CC(C)(C)CC(=O)N1CCC[C@H]1C(=O)NCc2cccc(Cl)c2	484000
4164	NC(=N)c1ccc2cc(ccc2c1)C(=O)Nc3ccc4CCNC(C5CCCC5)c4c3	10160
1496	CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)C(Cc4ccccc4)NC(=O)[C@@H]5CCCN5C(=O)[C@H](Cc6ccccc6)NC(=O)OCc7ccccc7	0.011
242	Nc1cc[n+](Cc2ccc(OC(CCc3ccccc3)c4ccccc4)cc2)cc1	160
2427	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NS(=O)(=O)c2cccc3ccccc23)C(=O)c4nc5ccccc5s4	10
4216	OC1=CC(=O)Nc2ccc(cc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)NCCc4cc(Cl)ccc4n5cnnn5	13000
1625	CC(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(cc4)C(=N)N.OC(=O)C(F)(F)F	0.16
528	NC(=N)N1CCCC(CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCC(CC4)C(=O)O)C1	1400
123	Cl.N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cccc(Cl)c3	40
1605	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3ccc(s3)C(=N)N	0.12
1123	NC(=[NH2+])c1ccc(cc1)S(=O)(=O)NCCCC(=O)Nc2ccc(cc2)C(=O)O.[O-]C(=O)C(F)(F)F	66000
212	CCSc1occ(c1)c2cc(cc3ccc(cc23)C(=N)N)C(=O)Nc4ccccc4	120
